RacaID,lat,long,upedonid,rcasiteid,SOCstock5,SOCstock30,SOCstock100
C0206P06,38.1,-121.69,C0206P06-1,C0206P06,31.4124835683072,103.803762815342,1192.80182603231
C0119F03,44.76,-121.67,C0119F03-1,C0119F03,169.342801168289,208.936464777705,281.711810098294
C0215C04,39.12,-121.66,C0215C04-1,C0215C04,11.2678291273397,52.3200886278821,97.8045937147286
C0205R01,37.85,-121.65,C0205R01-1,C0205R01,7.01607018915257,15.923007708015,28.3823978174393
C0213C07,38.19,-121.65,C0213C07-1,C0213C07,9.66841095685204,56.413173866082,246.97739293098
C0308F03,42.26,-121.65,C0308F03-1,C0308F03,63.2184127551824,95.9634863891327,128.828882048802
C0205R05,36.77,-121.63,nan,nan,nan,nan,nan
C0208R10,37.59,-121.62,nan,nan,nan,nan,nan
C0212C04,38.13,-121.62,C0212C04-1,C0212C04,50.8513311980368,338.388963212117,1335.22917290223
C0204R13,37.59,-121.62,C0204R13-1,C0204R13,11.5935587471694,28.6397180073808,43.8512749519762
C0218W02,38.52,-121.62,C0218W02-1,C0218W02,12.5043798612238,57.038355218504,158.926834646643
C0208F11,37.49,-121.61,C0208F11-1,C0208F11,32.1012755953893,67.8066453749592,114.814805002594
C0208P06,39.38,-121.61,C0208P06-1,C0208P06,24.5846396480476,77.86981101165,88.7324017150243
C0204R04,37.5,-121.61,C0204R04-1,C0204R04,18.7014100379837,64.4466722571269,74.4287674407659
C0212C03,38.07,-121.6,C0212C03-1,C0212C03,34.7671837447282,229.337680239005,796.72285462303
C0208C05,37.12,-121.59,nan,nan,nan,nan,nan
C0212C07,38.09,-121.58,C0212C07-1,C0212C07,41.0954407438333,233.68248871146,966.607726862449
C0112F04,46.02,-121.58,C0112F04-1,C0112F04,51.7432134564908,67.4953056000748,90.9109599992377
C0208C04,38.72,-121.58,C0208C04-1,C0208C04,7.86070116437375,34.739740492215,50.0989978439446
C0215C01,39.28,-121.58,C0215C01-1,C0215C01,11.9179619487687,47.3092899921492,73.5790995940442
C0204C02,39.27,-121.57,C0204C02-1,C0204C02,10.6989427995189,45.8897949106037,77.7483409709756
C0307C04,41.93,-121.56,C0307C04-1,C0307C04,18.6357364263374,146.486144986044,437.442386531115
C0206C04,38.76,-121.56,C0206C04-1,C0206C04,13.0349680658616,74.7517667388453,137.320466749948
C0209C03,39.35,-121.56,C0209C03-1,C0209C03,8.75945116686542,44.6564091206518,76.2892711503263
C0120W04,43.66,-121.56,C0120W04-1,C0120W04,143.642012684844,221.07772192254,246.245112684044
C0206C05,37.04,-121.56,C0206C05-1,C0206C05,8.9904546028065,55.6095484220225,133.402873814121
C0213C04,38.28,-121.55,C0213C04-1,C0213C04,20.6154915073049,62.6228297272806,134.167934077744
C0212C08,37.91,-121.55,C0212C08-1,C0212C08,38.1418960312202,218.181103494077,718.780581806784
C0213C14,37.9,-121.54,C0213C14-1,C0213C14,11.6872362236627,63.8501032487996,109.912811915521
C0212C06,37.95,-121.54,C0212C06-1,C0212C06,53.0238343214712,250.221374567837,653.156676121497
C0219F08,39.69,-121.53,C0219F08-1,C0219F08,75.9684315469447,118.438269507838,138.25234338649
C0113F03,44.82,-121.53,C0113F03-1,C0113F03,152.698084176433,343.860638625895,357.705876092231
C0212C01,38.17,-121.53,C0212C01-1,C0212C01,42.8638623557732,242.579158517998,1029.35535010182
C0209F09,37.14,-121.52,nan,nan,nan,nan,nan
C0212C05,37.97,-121.52,C0212C05-1,C0212C05,65.5240981633024,455.542026975082,1617.68062466588
C0113W06,45.04,-121.51,C0113W06-1,C0113W06,152.201868401215,326.14130753825,400.915724300641
C0219P02,39.3,-121.5,C0219P02-1,C0219P02,7.77127816088988,33.9037767924457,50.6150485457661
C0208C03,39.11,-121.5,C0208C03-1,C0208C03,9.66260149017563,50.7545051113005,68.2987314590015
C0206R03,38.41,-121.49,C0206R03-1,C0206R03,17.0060701949595,47.1237299623696,69.7165667049727
C0212C02,37.94,-121.48,C0212C02-1,C0212C02,39.5786533860449,229.563693635979,334.937280528805
C0220F01,40.34,-121.48,C0220F01-1,C0220F01,72.1565272726473,150.061925014764,196.489448079583
F0307P01,41.93,-121.47,F0307P01-1,F0307P01,28.6488227659916,238.74496231625,613.612148175399
C0305C01,42.28,-121.47,nan,nan,nan,nan,nan
C0106F06,44.09,-121.46,C0106F06-1,C0106F06,6.59234485193031,17.0300253633636,25.4798755496813
C0307C02,42.02,-121.45,C0307C02-1,C0307C02,11.9082962869261,53.1567751697259,80.4665955017023
C0215F06,37.49,-121.44,C0215F06-1,C0215F06,64.1874540536273,120.263633769891,182.358550706858
C0310P07,42.44,-121.43,C0310P07-1,C0310P07,27.6010524436918,49.2746018504291,79.436022729226
C0307P03,42.03,-121.43,nan,nan,nan,nan,nan
C0213C06,37.92,-121.42,C0213C06-1,C0213C06,14.0276229468237,105.6593571698,240.744944134883
C0116F03,45.63,-121.39,C0116F03-1,C0116F03,97.4783401559617,132.224826464973,176.196594649
C0213C13,38.32,-121.39,C0213C13-1,C0213C13,14.6054254063937,51.0160974660991,135.19309368669
A0218R94,41.2,-121.38,A0218R94-1,A0218R94,42.6911878240866,101.577969392287,256.531805975518
C0120F02,47.78,-121.38,C0120F02-1,C0120F02,77.7604365107317,134.384123746786,284.220360688849
F0119F03,47.35,-121.38,F0119F03-1,F0119F03,119.247245401169,168.532457135706,262.492365295407
C0302R01,42.4,-121.34,nan,nan,nan,nan,nan
C0302R04,42.56,-121.29,C0302R04-1,C0302R04,6.03741238503271,23.6170209571981,36.9775234720438
C0109R03,44.02,-121.24,C0109R03-1,C0109R03,3.03459651996368,20.2501695129562,28.144459199853
F0106R01,44.16,-121.24,F0106R01-1,F0106R01,8.73623985136251,25.1117712462391,25.7739848737501
C0305F08,41.26,-121.24,C0305F08-1,C0305F08,16.0898654666281,60.8201095093676,129.641550896679
C0308F07,42.51,-121.24,C0308F07-1,C0308F07,116.947312264195,200.104711753273,223.931629944212
C0305F06,41.32,-121.22,C0305F06-1,C0305F06,15.3811341941944,54.8724597645271,114.781572311593
C0116R03,45.47,-121.21,C0116R03-1,C0116R03,7.93611823696557,33.406644602214,48.6556094150699
C0213C99,38.17,-121.17,C0213C99-1,C0213C99,5.70109243745254,39.1236741459001,79.9024054899526
F0305R01,41.51,-121.17,F0305R01-1,F0305R01,6.90304303724092,41.0972814712238,65.7171331436914
C0219P06,39.13,-121.16,C0219P06-1,C0219P06,11.3340082776202,42.7524494270922,58.7033902553205
C0109P02,44.04,-121.16,C0109P02-1,C0109P02,3.11409853248022,15.8920285137834,28.214747174667
C0103P04,44.49,-121.15,C0103P04-1,C0103P04,3.78728888267504,19.9044263945433,28.5883107146932
C0202F17,40.28,-121.15,C0202F17-1,C0202F17,132.388506233791,161.071324764304,207.680136678361
C0219F10,39.21,-121.13,C0219F10-1,C0219F10,30.319316712808,53.9770369527622,63.2927907337136
F0302R01,43.12,-121.12,F0302R01-1,F0302R01,2.85626859576994,23.7923820324014,36.9720227895579
C0103X05,44.71,-121.11,C0103x05-1,C0103X05,2.60709752531723,20.4309932651019,20.4309932651019
C0209C01,37.45,-121.1,C0209C01-1,C0209C01,10.9146875142079,41.7815813675767,82.0085199029057
C0205C06,37.83,-121.09,C0205C06-1,C0205C06,8.50449861212314,23.1538864342621,50.0960124668218
C0103R04,44.81,-121.08,C0103R04-1,C0103R04,4.42236502572265,15.6900220395522,15.6900220395522
C0218P05,37.51,-121.08,C0218P05-1,C0218P05,27.2632734075134,68.8827998281664,132.274982119905
C0308P05,45.42,-121.08,C0308P05-1,C0308P05,51.2961873796918,84.2045513342289,NA
C0219F11,39.46,-121.05,C0219F11-2,C0219F11,113.135915560816,189.118101487819,204.620773715794
C0204F01,38.36,-121.05,C0204F01-1,C0204F01,10.7158134495207,47.5392579646179,51.5948836875118
F0307R01,43.23,-121.05,F0307R01-1,F0307R01,2.93263769694992,12.7975407362546,17.6447781743873
C0213C09,38.05,-121.04,C0213C09-1,C0213C09,12.1879653103203,29.4574590638229,86.9143680457965
C0204R14,38.11,-121.03,C0204R14-1,C0204R14,3.86110735822271,10.4388239249288,13.0966001366688
C0219R22,36.23,-121.03,C0219R22-1,C0219R22,7.89352320426474,20.4295799284638,48.3935993036932
C0215C07,37.14,-121.01,C0215C07-1,C0215C07,9.59574788014354,54.4625046090351,103.242127116157
C0209C02,36.39,-120.99,C0209C02-1,C0209C02,6.94657120440177,34.8375868570998,76.7086065648395
C0308C10,43.28,-120.99,C0308C10-1,C0308C10,1.5252197541542,21.265002203519,47.479839294867
C0209F16,39.01,-120.98,C0209F16-1,C0209F16,165.372601289347,282.554821815242,373.374988588792
C0219C05,37.45,-120.98,C0219C05-1,C0219C05,7.78965201726581,48.879812190691,96.4262108127908
C0113R03,45.22,-120.97,C0113R03-1,C0113R03,5.07750474596581,17.2915041064862,32.0559538916798
C0204C01,37.87,-120.97,C0204C01-1,C0204C01,3.95326956879566,23.5703150339049,50.0284714627991
C0114R08,44.7,-120.97,C0114R08-1,C0114R08,4.43665318212368,20.7431507643863,NA
C0308R08,43.16,-120.96,nan,nan,nan,nan,nan
C0204R17,38.48,-120.94,C0204R17-1,C0204R17,4.701267645418,23.9807999727668,39.073752570131
C0219R08,36.09,-120.94,nan,nan,nan,nan,nan
C0208P02,37.72,-120.93,C0208P02-1,C0208P02,22.7862297508981,64.3417275948588,89.0887589382357
C0208C02,37.7,-120.93,C0208C02-1,C0208C02,7.67818201582337,44.3013735236231,70.1489545866418
C0218P02,37.31,-120.92,C0218P02-1,C0218P02,15.2221454240104,58.51362750388,219.964834863529
C0206W02,37.17,-120.9,C0206W02-1,C0206W02,6.56378867245287,28.525427990302,55.3620617034654
F0308F06,43.05,-120.9,F0308F06-1,F0308F06,9.58588020266387,45.7297864247772,60.6543714583866
C0205C05,37.44,-120.88,C0205C05-1,C0205C05,7.58733631306558,31.8964781326016,68.7225443316228
C0204R15,38.34,-120.87,nan,nan,nan,nan,nan
C0209R11,36.14,-120.86,C0209R11-1,C0209R11,9.32401639379242,61.8943080494563,146.099695616355
C0116F06,47.73,-120.84,C0116F06-1,C0116F06,12.5820162841999,48.2880605901172,85.6047286059271
C0209R19,35.93,-120.83,nan,nan,nan,nan,nan
C0308F10,40.83,-120.82,C0308F10-1,C0308F10,7.74049858570769,55.6264916091477,128.57358925973
C0309C10,43.29,-120.82,C0309C10-1,C0309C10,2.90200343876507,17.1349334516965,46.5159462374357
C0309C01,43.31,-120.8,C0309C01-1,C0309C01,3.8558850980983,32.1361060118875,63.5134997316377
C0309R02,43.18,-120.79,C0309R02-1,C0309R02,5.49583916680474,30.9080609981229,77.2380393263434
C0107R03,46.59,-120.78,C0107R03-1,C0107R03,3.53787356167355,17.7857008622837,31.5943875272513
C0204F03,39.2,-120.77,C0204F03-1,C0204F03,27.485934480362,52.3405013234216,60.4060763013329
C0204R10,35.46,-120.76,C0204R10-1,C0204R10,100.870187787676,213.394946472764,243.173232406901
C0114R07,44.89,-120.76,C0114R07-1,C0114R07,6.33620117804487,27.484010644526,70.820813867449
C0206W04,37,-120.76,C0206W04-1,C0206W04,3.16832152368665,14.6793531903922,25.162619110787
F0305R02,40.54,-120.75,F0305R02-1,F0305R02,2.83937025124489,20.8667538840351,33.8464700996441
C0204R08,36.08,-120.73,C0204R08-1,C0204R08,6.03188546526133,21.6685584910161,32.0143878813846
C0305R02,41.05,-120.71,C0305R02-1,C0305R02,8.2141588136416,40.3409351537599,93.7510287884945
C0215R06,35.33,-120.7,C0215R06-1,C0215R06,10.5230600642674,41.5206285967279,92.5661575321028
C0204F10,39.25,-120.7,C0204F10-1,C0204F10,172.37827960512,NA,NA
F0103F06,47.38,-120.69,F0103F06-1,F0103F06,5.34099751154579,11.5523589168821,11.5523589168821
C0103P02,46.6,-120.68,C0103P02-1,C0103P02,7.5078710326368,27.4262376466684,27.4262376466684
C0106R03,46.88,-120.67,C0106R03-1,C0106R03,3.42334361839857,11.6992631222774,11.6992631222774
F0116F01,47.79,-120.67,F0116F01-1,F0116F01,85.6830346221774,113.206673062466,142.598702918064
C0205C07,37.44,-120.67,C0205C07-1,C0205C07,7.38936796804275,19.9296590331329,30.5374488136312
C0309C08,43.26,-120.63,C0309C08-1,C0309C08,5.2162312388234,25.0645487744997,63.4151284399407
C0309C09,43.43,-120.63,nan,nan,nan,nan,nan
F0211R01,39.66,-120.62,F0211R01-1,F0211R01,37.6402451383268,106.153686640969,149.460461026839
C0219P04,37.63,-120.6,C0219P04-1,C0219P04,6.76600152314279,22.5993785490139,43.230523095424
C0202F06,39.54,-120.6,C0202F06-1,C0202F06,167.59268121851,592.379195818835,NA
C0202F09,39.44,-120.59,nan,nan,nan,nan,nan
C0103P03,45.82,-120.58,C0103P03-1,C0103P03,3.73447356186518,6.65142855163573,6.65142855163573
C0204R31,36.43,-120.58,C0204R31-1,C0204R31,9.58401233769567,41.4990366479481,54.6844114967842
C0202F07,39.3,-120.57,C0202F07-1,C0202F07,170.677212685203,NA,NA
A0219P96,35.4,-120.57,A0219P96-1,A0219P96,13.4039994563362,39.6816112626126,61.4977526955476
C0308F19,42.14,-120.57,C0308F19-1,C0308F19,84.1790461755333,146.61960088381,174.989065459012
C0112F02,44.35,-120.56,C0112F02-1,C0112F02,2.99324353479276,32.643965936214,NA
C0219R07,34.56,-120.56,C0219R07-1,C0219R07,19.6491632174008,61.1899356561111,NA
C0113X04,45.42,-120.55,C0113X04-1,C0113X04,5.71740682396389,34.052394267944,66.4896674468622
C0205R02,35.14,-120.52,C0205R02-1,C0205R02,39.7290001649394,51.0162318663978,79.8832909249558
C0114F01,44.55,-120.52,C0114F01-1,C0114F01,43.8283832533658,94.0217243297211,117.505434606942
C0204F11,35.16,-120.52,C0204F11-1,C0204F11,61.600122755985,96.0637429475132,165.701431648458
C0106F05,47.43,-120.5,C0106F05-1,C0106F05,2.81018980737472,24.6048775357431,24.6048775357431
C0108R02,46.55,-120.5,C0108R02-1,C0108R02,11.3119168984902,22.6154213614528,30.8128624046732
C0209R12,35.18,-120.49,C0209R12-1,C0209R12,15.0872121772645,106.396326014544,220.324120954056
C0202F10,39.53,-120.49,C0202F10-1,C0202F10,72.0498994390574,137.803282860598,214.358408774147
C0312R07,42.61,-120.45,C0312R07-1,C0312R07,2.20848031307975,21.2150113736238,53.0181172791576
F0302R03,43.1,-120.43,nan,nan,nan,nan,nan
C0209R18,35.55,-120.42,C0209R18-1,C0209R18,9.92612406841567,33.529407991008,66.1992408507054
C0303C04,42.27,-120.42,C0303C04-1,C0303C04,11.9958927860181,59.5864828318493,83.9322621909777
C0209X98,35.7,-120.41,nan,nan,nan,nan,nan
C0209X02,35.7,-120.4,C0209X02-1,C0209X02,11.0044691445295,42.932383983729,63.6211571782292
C0220F03,39.48,-120.4,C0220F03-1,C0220F03,186.718355195984,NA,NA
C0305P07,41.73,-120.38,C0305P07-1,C0305P07,14.9027895154294,77.6186899373548,134.017373833439
C0303R05,42.34,-120.37,C0303R05-1,C0303R05,10.4957476480962,NA,NA
C0209R05,35.68,-120.37,C0209R05-1,C0209R05,9.95785957842396,33.6300097102684,58.2281744048498
C0103P05,45.04,-120.36,C0103P05-1,C0103P05,27.661552944396,69.0764162188498,75.99383189082
C0202R02,39.56,-120.35,C0202R02-1,C0202R02,11.6918873132848,47.1891776821309,125.391025407843
C0219F09,38.08,-120.34,C0219F09-1,C0219F09,12.3913197463633,57.0756594432559,85.7781233115576
C0308R09,43.72,-120.34,nan,nan,nan,nan,nan
C0205R03,34.84,-120.34,C0205R03-1,C0205R03,8.21316772400585,33.2549833048981,72.8822794836772
C0309R04,43.72,-120.33,C0309R04-1,C0309R04,5.40281024582191,17.3957779756492,42.8142060387577
C0308R04,42.2,-120.33,C0308R04-1,C0308R04,4.68758759546224,36.1054483416151,79.161891460248
C0218R04,39.71,-120.32,C0218R04-1,C0218R04,231.773068072734,334.486234210151,348.519324701068
C0211F02,39.53,-120.32,C0211F02-1,C0211F02,114.608265496848,190.849530515077,268.190519805842
C0209X01,35.53,-120.31,C0209X01-1,C0209X01,8.3562246849365,32.4569591950892,54.2452156942711
C0209X99,35.53,-120.31,nan,nan,nan,nan,nan
C0204R18,37.51,-120.31,C0204R18-1,C0204R18,11.5584482405891,33.2446479650738,36.8250340094348
A0220R97,39.49,-120.31,A0220R97-1,A0220R97,4.99652782998472,7.57966587914475,NA
C0220R02,39.49,-120.31,C0220R02-1,C0220R02,31.2102563441802,129.371289489497,201.876792551462
F0308F13,42.42,-120.3,F0308F13-1,F0308F13,10.4508047676207,69.0684605031631,125.531127604634
C0209C04,37.05,-120.3,C0209C04-1,C0209C04,2.89902897688507,21.0048533811682,37.9716275106849
C0103R01,45.23,-120.3,C0103R01-1,C0103R01,3.35013497210234,18.1620438945437,25.0445031030194
C0216C02,36.57,-120.3,C0216C02-1,C0216C02,4.50178911353714,25.1440297909214,61.5395778580827
C0110R03,45.44,-120.29,C0110R03-1,C0110R03,5.14010531351604,18.2573001572881,36.2070888007185
C0110X01,46.49,-120.28,C0110X01-1,C0110X01,4.53289679809442,22.8242662367781,27.274195534956
C0211F04,38.33,-120.28,C0211F04-1,C0211F04,180.898922403935,318.067276366083,480.906422323388
C0214R03,39.59,-120.28,C0214R03-1,C0214R03,5.51558148363456,16.9863206767976,17.5512108024261
C0201R12,36.25,-120.28,C0201R12-1,C0201R12,6.34020806551206,17.4112083532967,27.254123291088
F0308F11,41.92,-120.28,F0308F11-1,F0308F11,12.7879279246456,102.365976187668,309.964305747672
F0302F14,41.29,-120.28,F0302F14-1,F0302F14,29.8778618683023,138.368082699916,216.481041698678
C0308F18,42.34,-120.27,C0308F18-1,C0308F18,NA,NA,NA
F0308F20,42.17,-120.27,F0308F20-1,F0308F20,141.562414054858,439.721270712908,498.200355965838
A0215P99,37.31,-120.26,A0215P99-1,A0215P99,8.94701242180586,26.7878232736165,57.107740782807
C0214F01,39.51,-120.26,C0214F01-1,C0214F01,7.60054094037887,47.7073182399268,78.0365198353231
F0302F08,41.22,-120.25,F0302F08-1,F0302F08,22.0741198337444,118.398915631168,210.870719596696
C0205C02,36.81,-120.25,C0205C02-1,C0205C02,2.09054982041764,10.6434566797979,18.723195687458
C0211F03,39.3,-120.24,C0211F03-1,C0211F03,178.319078254329,276.976294527491,444.86154756576
C0110R04,45.53,-120.22,C0110R04-1,C0110R04,4.92859730544642,24.6864767643136,53.9698389671116
C0208X99,35.66,-120.22,C0208X99-1,C0208X99,5.40822734117108,32.6482698783326,74.4732862067487
C0205R09,34.63,-120.22,C0205R09-1,C0205R09,3.19995807140818,13.3835433163913,31.690832024003
F0211R08,39.37,-120.21,F0211R08-1,F0211R08,89.4283573904601,167.945726954446,217.72920286061
C0214F05,39.38,-120.21,C0214F05-1,C0214F05,133.772960933081,191.510932726249,258.678831728436
C0211F01,39.15,-120.2,C0211F01-1,C0211F01,112.55364445564,225.436975575715,266.465050811166
F0211R02,39.59,-120.19,F0211R02-1,F0211R02,39.1424143992639,98.3378022812969,138.035422255519
C0209P01,34.63,-120.18,C0209P01-1,C0209P01,9.04532403821797,49.1491150029869,90.3007033521606
C0214R02,39.61,-120.18,C0214R02-1,C0214R02,6.97320592836544,35.7915070969861,50.6842250904258
F0211R05,39.59,-120.17,F0211R05-1,F0211R05,41.3119939475338,106.42001524551,136.033263933491
F0211R03,39.59,-120.17,F0211R03-1,F0211R03,43.1610223885492,82.5769842447096,82.5769842447096
C0203P09,34.6,-120.17,C0203P09-1,C0203P09,10.9404126187891,49.9743395312247,110.275347039022
F0308F07,42.31,-120.17,F0308F07-1,F0308F07,162.51400775711,NA,NA
F0302F04,41.9,-120.17,F0302F04-1,F0302F04,6.48443941917387,27.9983182965382,40.9066456229568
C0109C06,47.75,-120.16,C0109C06-1,C0109C06,4.73126761556159,25.3314425462121,41.2174645445074
C0209C05,36.82,-120.16,C0209C05-1,C0209C05,2.93245628613311,9.71856857004046,21.1007709183252
C0209R10,35.42,-120.14,C0209R10-1,C0209R10,6.43571007200852,28.406808430267,53.8823976390812
C0219R23,35.46,-120.13,C0219R23-1,C0219R23,17.2152205474723,39.0007486242025,64.3030778016388
F0220R01,39.04,-120.13,F0220R01-1,F0220R01,21.6106594763142,52.7583585541731,55.2311872579386
A0220R98,39.03,-120.13,A0220R98-1,A0220R98,121.944029035071,634.904684319737,697.895937083928
C0219F04,37.72,-120.12,C0219F04-1,C0219F04,3.89794662453529,69.1183497308694,NA
C0219C06,36.8,-120.11,C0219C06-1,C0219C06,2.3855751202172,13.3839084114723,24.8720791203207
C0310C07,41.53,-120.1,C0310C07-1,C0310C07,41.4737232040111,104.553005946894,229.015830996384
F0301R13,43.16,-120.09,F0301R13-1,F0301R13,3.70470469032264,16.142594848178,31.6189128562816
C0214F04,39.34,-120.09,C0214F04-1,C0214F04,179.951928796829,590.725778016272,763.303406192226
C0202F08,38.93,-120.09,C0202F08-1,C0202F08,81.641015412697,174.694716175051,224.527694473752
C0214R04,39.63,-120.09,C0214R04-1,C0214R04,8.79166957950148,51.8305813853434,68.7255676699846
C0214F03,39.61,-120.07,C0214F03-1,C0214F03,6.69721754083288,37.5188026708156,54.1959861048562
F0220F01,38.94,-120.07,F0220F01-1,F0220F01,49.6008186710277,147.726656528303,219.078175277485
C0204R12,38.4,-120.05,C0204R12-1,C0204R12,18.3592988677585,33.0132789828643,33.0132789828643
C0110R05,45.72,-120.04,C0110R05-1,C0110R05,4.80946291823222,13.297718308371,32.3894550907665
A0208P94,37.02,-120.04,A0208P94-1,A0208P94,3.53768298652263,12.2208515396368,21.4537731592135
C0219R01,37.25,-120.03,C0219R01-1,C0219R01,9.59330855124555,49.5250694043504,49.5250694043504
F0305F09,41.39,-120.02,F0305F09-1,F0305F09,4.02706488263253,32.0513254709868,52.2287930946018
C0209R16,37.28,-120.01,nan,nan,nan,nan,nan
C0301W04,41.17,-120.01,C0301W04-1,C0301W04,31.4431860498861,109.150752175654,209.165926387502
F0308R03,42.07,-120.01,nan,nan,nan,nan,nan
C0209F17,37.41,-120,C0209F17-1,C0209F17,11.2554244754467,35.905748935012,NA
